Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SCE,9/12/2019,22:14,34.575785,-118.692075,Other,Rural,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-1937264E,None,16kV,Conductor,Overhead,No,,,Contact From Object,,Other,Electric Facility,Unknown,
SCE,9/15/2019,12:54,36.334866,-119.565159,Other,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-2163004E,AT&T Communications,12kV,Transformer,Overhead,Yes,9/15/2019,12:54,Contact From Object,,Vehicle,Electric Facility,Human Error,
SCE,9/18/2019,2:27,36.3126676,-119.324176,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Visalia Fire Department,OH-1612894E,AT&T Communications,12kV,Lightning Arrestor,Overhead,No,,,Equipment/Facility Failure,Lightning Arrestor,,,Unknown,
SCE,9/18/2019,2:52,34.314251,-117.37931,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4066969E,,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Transformer,,,Human Error,
SCE,9/19/2019,14:28,33.761166,-117.225903,Other,Urban,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-2315084E,None,12kV,Conductor,Overhead,Yes,9/19/2019,14:28,Contact From Object,,Vehicle,Electric Facility,Human Error,
SCE,9/19/2019,15:16,33.519466,-117.296083,Other,Rural,.26 - 9.99 Acres,Fire Agency,Riverside County Fire Department,OH-2225310E,None,33kV,Conductor,Overhead,Yes,9/19/2019,15:16,Contact From Object,,Balloons,Electric Facility,Other,
SCE,9/20/2019,13:26,37.680473,-118.402957,Other,Rural,Less Than .25 Acres,Fire Agency,Bishop Fire Department,OH-2357410E,None,12kV,Transformer,Overhead,Yes,9/20/2019,13:26,Equipment/Facility Failure,Transformer,,,Other,
SCE,9/21/2019,8:20,34.639087,-118.085,Vegetation,Rural,Less Than .25 Acres,Fire Agency,U.S.A.F. Fire Department,OH-1001513E,None,12kV,Conductor,Overhead,Yes,9/21/2019,8:20,Contact From Object,,Balloons,Electric Facility,Outside Force,
SCE,9/21/2019,10:53,36.102612,-118.865924,Other,Rural,.26 - 9.99 Acres,Fire Agency,CAL Fire,OH-4252581E,AT&T Communications,12kV,Conductor,Overhead,Yes,9/21/2019,10:53,Contact From Object,,Vehicle,Electric Facility,Human Error,
SCE,9/24/2019,14:24,33.937576,-116.819896,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-4259608E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Pole,,,Other,
SCE,9/24/2019,15:45,34.036428,-117.040392,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Yucaipa Fire Department,OH-4369853E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,9/24/2019,15:45,Contact From Object,,Vegetation,Electric Facility,Other,
SCE,9/24/2019,20:22,34.294869,-119.299481,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-1359556E,AT&T Communications,16kV,Conductor,Overhead,Yes,9/24/2019,20:22,Equipment/Facility Failure,Splice/Clamp/Connector,,,Other,
SCE,10/2/2019,9:13,34.52842,-117.303221,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Victorville Fire Department,OH-4615483E,FRONTIER COMMUNI,4kV,Transformer,Overhead,Yes,10/2/2019,9:13,Equipment/Facility Failure,Transformer,,,Other,
SCE,10/11/2019,8:00,34.272973,-119.281775,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-1281245E,,16kV,Conductor,Overhead,Yes,10/11/2019,8:15,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,10/23/2019,15:12,34.461376,-119.280482,Other,Urban,Less Than .25 Acres,Unknown,,OH-942543E,AT&T Communications,16kV,Capacitor Bank,Overhead,No,,,Other,,,,Human Error,
SCE,10/24/2019,17:37,34.359138,-119.441736,Other,Urban,.26 - 9.99 Acres,Unknown,,OH-1241752E,AT&T Communications,16kV,Other,Overhead,No,,,Other,,,,Human Error,
SCE,10/29/2019,7:05,34.10208,-118.69297,Other,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4451326E,Charter Communicatio,16kV,Conductor,Overhead,Yes,10/29/2019,7:05,Equipment/Facility Failure,Splice/Clamp/Connector,,,Other,
SCE,10/30/2019,16:37,33.873116,-118.197034,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Long Beach Fire Department,OH-GT16891,FRONTIER COMMUNI,16kV,Conductor,Overhead,Yes,10/30/2019,16:37,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,11/1/2019,5:01,33.909007,-117.914844,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Fullerton Fire Department,OH-1163172E,AT&T Communications,12kV,Conductor,Overhead,Yes,11/1/2019,5:01,Contact From Object,,Vegetation,Electric Facility,Other,
SCE,11/3/2019,10:42,34.092687,-118.14466,Other,Urban,Less Than .25 Acres,Fire Agency,Montebello Fire Department,OH-1643445E,,66kV,Lightning Arrestor,Overhead,No,,,Equipment/Facility Failure,Lightning Arrestor,,,Unknown,
SCE,11/4/2019,6:46,33.900061,-116.894276,Other,Urban,Less Than .25 Acres,Unknown,,OH-256824S,,33kV,Conductor,Overhead,Yes,11/4/2019,6:46,Equipment/Facility Failure,Conductor,,,Weather,
SCE,11/12/2019,16:44,33.875578,-117.58843,Other,Urban,Less Than .25 Acres,Fire Agency,Corona Fire Department,OH-1577081E,AT&T Communications,12kV,Conductor,Overhead,Yes,11/12/2019,16:44,Contact From Object,,Animal,Pole,Other,
SCE,11/19/2019,8:56,36.155161,-119.231733,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4037849E,,12kV,Transformer,Overhead,Yes,11/19/2019,8:56,Contact From Object,,Animal,Electric Facility,Other,
SCE,11/1/2019,11:58,34.280422,-119.19921,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-1604403E,,66kV,Conductor,Overhead,Yes,11/1/2019,11:58,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,11/4/2019,15:45,34.29887,-119.189091,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-4423100E,,66kV,Conductor,Overhead,Yes,11/4/2019,15:45,Contamination,,,,Other,
SCE,12/22/2019,22:00,34.119012,-118.090239,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Gabriel Fire Department,OH-819824E,AT&T Communications,16kV,Conductor,Overhead,Yes,12/22/2019,22:00,Equipment/Facility Failure,Insulator,,,None,
SCE,7/25/2019,18:28,34.583398,-118.082875,Building,Rural,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-878158E,AT&T Communications,12kV,Conductor,Overhead,Yes,7/25/2019,18:29,Vandalism/Theft,,,,Other,
SCE,4/24/2019,16:40,37.639134,-118.858774,Other,Rural,Less Than .25 Acres,Unknown,,OH-424080S,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Wire-Wire Contact,,,,Unknown,
SCE,4/26/2019,14:58,34.08548,-117.043836,Other,Urban,Less Than .25 Acres,Fire Agency,San Bern. Fire Department,OH-2260760E,,33kV,Conductor,Overhead,Yes,4/26/2019,14:58,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/19/2019,16:07,34.166717,-116.38078,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bern. Fire Department,OH-4742005E,Time Warner,25kV,Conductor,Overhead,Yes,5/19/2019,16:07,Contact From Object,,Other,Electric Facility,Unknown,
SCE,6/2/2019,0:17,36.204627,-119.088919,Building,Rural,Less Than .25 Acres,Fire Agency,Lindsay Fire Department,OH-1895676E,,12kV,Other,Overhead,No,,,Equipment/Facility Failure,Other,,,Unknown,
SCE,6/22/2019,11:19,36.050082,-119.021493,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1635225E,,12kV,Conductor,Overhead,Yes,6/22/2019,11:19,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,7/4/2019,10:34,35.608053,-117.679403,Other,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-4177498E,,12kV,Conductor,Overhead,Yes,7/4/2019,10:34,Wire-Wire Contact,,,Electric Facility,Unknown,
SCE,7/23/2019,13:22,33.722559,-117.293662,Other,Urban,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-4403978E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Vandalism/Theft,,,,Unknown,
SCE,7/26/2019,16:45,34.652558,-118.076532,Other,Rural,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4040460E,,12kV,Conductor,Overhead,Yes,7/26/2019,16:45,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,7/27/2019,12:02,34.4932,-117.573065,Other,Rural,Less Than .25 Acres,Unknown,,OH-2122305E,,12kV,Conductor,Overhead,No,,,Vandalism/Theft,,,Electric Facility,Unknown,
SCE,9/7/2019,17:36,33.766729,-117.22938,Other,Rural,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-4112261E,,12kV,Conductor,Overhead,No,,,Other,,,,Unknown,
SCE,9/24/2019,14:50,34.157427,-117.344169,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bern. Fire Department,OH-4809453E,,4kV,Conductor,Overhead,Yes,9/24/2019,14:50,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/8/2019,8:22,34.137645,-118.028901,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Arcadia Fire Department,OH-4757377E,AT&T Communications,16kV,Conductor,Overhead,Yes,10/8/2019,8:22,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/24/2019,11:40,33.7412,-117.1549,Other,Urban,Less Than .25 Acres,Fire Agency,CAL Fire,M15-T2,,33kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,11/29/2019,13:02,34.443255,-119.76964,Other,Urban,Less Than .25 Acres,Unknown,,OH-1453784E,Crown Castle,16kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/13/2019,12:00,36.083424,-119.023454,Building,Rural,Less Than .25 Acres,Unknown,,OH-1687439E,Charter Communicatio,12kV,Meter,Overhead,No,,,Vandalism/Theft,,,Electric Facility,Human Error,
SCE,6/15/2019,16:54,34.0078,-117.9515,Other,Urban,Less Than .25 Acres,Unknown,,,,66kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Other,
